id,event,start,stop,x1,x2,x3
0.0,0.0,0.0,0.1,-0.34035621192636784,0.9201521678935248,0.20691613002371131
0.0,0.0,0.1,0.15918367346938775,0.5278799613522895,0.21647949506384606,0.1613093499336971
0.0,0.0,0.15918367346938775,0.21836734693877552,0.7299530891336361,-0.0983379183864897,0.43707561598609923
0.0,0.0,0.21836734693877552,0.27755102040816326,0.4578888269903585,-0.8230397858146319,0.2783410015780807
0.0,0.0,0.27755102040816326,0.336734693877551,0.5412014431820246,-0.07051961376203857,0.09179043905864008
0.0,0.0,0.336734693877551,0.39591836734693875,-0.06421138805329361,-0.24635407539563384,-0.17091293697254065
0.0,0.0,0.39591836734693875,0.45510204081632655,0.14656870004776765,0.32084188162501953,-0.397381142348386
0.0,0.0,0.45510204081632655,0.5142857142857142,0.062350688725733946,0.2929508300835514,-0.4494952219393101
0.0,0.0,0.5142857142857142,0.573469387755102,-0.5140237584963384,0.49970397191768456,-0.1945220034849604
0.0,0.0,0.573469387755102,0.6326530612244897,-0.32158318698939586,0.37941239624649453,-0.2415894369558343
0.0,0.0,0.6326530612244897,0.6918367346938775,0.46151120963606107,0.19579660362756948,0.10588430467868822
0.0,0.0,0.6918367346938775,0.7510204081632652,0.6707500431923908,0.8621623925330133,0.16022391225576466
0.0,0.0,0.7510204081632652,0.810204081632653,0.9397878316844251,-0.3687139327444779,0.33001261553571465
0.0,0.0,0.810204081632653,0.8693877551020407,0.7517379008815669,0.8971766283020762,0.48633761125339575
0.0,0.0,0.8693877551020407,0.9285714285714285,-0.09387084448500806,0.15881089063312873,-0.260006744131164
0.0,0.0,0.9285714285714285,0.9877551020408162,-0.5664445986974136,-0.726552715235534,-0.18384901659379121
0.0,0.0,0.9877551020408162,1.046938775510204,0.9602415911257197,-0.5785686457642668,-0.04807504449451985
0.0,0.0,1.046938775510204,1.1061224489795918,0.32171682001368535,-0.04592940338109358,0.475080256576584
0.0,0.0,1.1061224489795918,1.1653061224489796,-0.527395871046439,-0.3661712987090752,-0.07122114885249652
0.0,0.0,1.1653061224489796,1.2244897959183674,-0.588217825913465,0.2843439536173942,0.3664705914355983
0.0,0.0,1.2244897959183674,1.2836734693877552,0.7831632611449337,0.37660070361212666,-0.05343771912447161
0.0,0.0,1.2836734693877552,1.3428571428571427,0.07905914736834811,0.6011201276199312,0.021164958632098125
0.0,0.0,1.3428571428571427,1.4020408163265305,0.4133628460701418,-1.077439876346443,-0.44410844729087773
0.0,0.0,1.4020408163265305,1.4612244897959183,0.6993804581786458,0.5694582123590639,0.042792430637448205
0.0,0.0,1.4612244897959183,1.5204081632653061,0.4134810970097348,0.5004749668765053,0.08097330501079185
0.0,0.0,1.5204081632653061,1.579591836734694,-0.9147386414857421,0.15650127193861751,0.011749459652989448
0.0,0.0,1.579591836734694,1.6387755102040815,0.657298565098777,-0.08418948867600116,0.2630919567763749
0.0,0.0,1.6387755102040815,1.6979591836734693,-0.3377928653418719,-0.6962155184497995,0.9258748091943019
0.0,0.0,1.6979591836734693,1.7571428571428571,0.5384522919020215,0.1022252362546741,0.04726935397385418
0.0,0.0,1.7571428571428571,1.816326530612245,-0.5267043009444554,-0.46750002314036326,-0.30870771824764276
0.0,0.0,1.816326530612245,1.8755102040816325,-0.3900368817003671,-0.2400328804965112,0.7423243590298529
0.0,0.0,1.8755102040816325,1.9346938775510203,-0.5040016680718488,-0.6039536602184423,-0.3704079879201304
0.0,0.0,1.9346938775510203,1.993877551020408,0.4486663551807759,-0.43956775656054875,0.7837894861244921
0.0,0.0,1.993877551020408,2.0530612244897957,0.11551005309561231,-0.5495585060246887,0.40034721198287887
0.0,0.0,2.0530612244897957,2.1122448979591835,0.07459859295156153,-0.16912158141515715,-0.03975003775155626
0.0,0.0,2.1122448979591835,2.1714285714285713,0.387330448278584,0.6665751112301772,-0.34488490800145233
0.0,0.0,2.1714285714285713,2.230612244897959,0.06942312905676848,-0.611482262306641,0.7973165791245337
0.0,1.0,2.230612244897959,2.2456979632916165,-0.3408263108216514,0.12048480569324799,0.02413411003504852
1.0,0.0,0.0,0.1,-0.6316656524345772,-0.4865108001196468,0.4094354529209198
1.0,0.0,0.1,0.15918367346938775,0.21481444998524427,0.211313486131593,0.9257400638307022
1.0,0.0,0.15918367346938775,0.21836734693877552,0.3609660121058186,-0.36086541432228686,-0.42728758939491435
1.0,0.0,0.21836734693877552,0.27755102040816326,0.5976926522559443,-0.5828555816255444,0.5801890578562497
1.0,0.0,0.27755102040816326,0.336734693877551,-0.302114996448475,-0.24742909569780375,0.15085648338918153
1.0,0.0,0.336734693877551,0.39591836734693875,0.06274575401315932,-0.8865063164730713,0.5321849213672588
1.0,0.0,0.39591836734693875,0.45510204081632655,-0.4134803555519479,-0.7011237332336635,0.030867744838719874
1.0,0.0,0.45510204081632655,0.5142857142857142,1.144989491413927,-0.6440832438766638,0.051445441658085005
1.0,0.0,0.5142857142857142,0.573469387755102,0.11137528615859012,-0.4696399893698109,0.22370491341778798
1.0,0.0,0.573469387755102,0.6326530612244897,-0.43600517130646826,0.3801627813405348,0.2489531432620695
1.0,1.0,0.6326530612244897,0.6837745660432383,0.6002960895942617,-0.3466659700301866,0.7905726180931035
2.0,0.0,0.0,0.1,-0.3923083197972665,-0.05277962760927475,0.3334353075461744
2.0,0.0,0.1,0.15918367346938775,0.27649796577089936,0.72917495381428,1.1696184950715836
2.0,0.0,0.15918367346938775,0.21836734693877552,-0.5975765449009391,0.19349305281260681,-0.0009109553499887553
2.0,0.0,0.21836734693877552,0.27755102040816326,0.8728540174540873,-0.2584141162390616,-0.8817647251907577
2.0,0.0,0.27755102040816326,0.336734693877551,0.22715092652513819,0.3604979232949759,-0.1566067764460969
2.0,0.0,0.336734693877551,0.39591836734693875,0.24950848609788617,-0.768494666953168,0.695588796379988
2.0,0.0,0.39591836734693875,0.45510204081632655,-0.41851718880539707,0.46181438082264475,0.29231430982504636
